price,surface,piece,rooms,bathroom,address,description,more_features_1_dict,more_features_2_dict,dict1,dict2,dict2.Ascenseur,dict2.Sécurité,dict2.Cuisine équipée,dict2.Four,dict2.Jardin,dict2.Terrasse,dict2.Garage,dict2.Piscine,dict2.Salon Marocain,dict2.Salon européen,dict2.Antenne parabolique,dict2.Chauffage central,dict2.Concierge,dict2.Cheminée,dict2.Climatisation,dict2.Double vitrage,dict2.Porte blindée,dict2.Réfrigérateur,dict2.Machine à laver,dict2.Micro-ondes,dict2.Chambre rangement,dict2.Façade extérieure,dict2.Vue sur mer,dict2.Meublé,dict1.Type de bien,dict1.Etat,dict1.État,dict1.Étage du bien,dict1.Standing,dict1.Livraison:,dict1.Etat du bien,dict1.Orientation,dict1.Type du sol,dict1.Surface habitable,dict1.Surface extérieure,dict1.Type de terrain,dict1.Constructibilité,dict1.Livraison,dict1.Statut du terrain
25 000 000 DH,15000 m²,,,,Zone Industrielle à Casablanca,"Terrain à vendre
Accès autoroute
Accès Voie publique","{'Type de bien\nTerrain': 'Type de bien\nTerrain', 'Type de terrain\nIndustriel': 'Type de terrain\nIndustriel', 'Livraison\nTitré': 'Livraison\nTitré'}",{},"{'Type de bien': 'Terrain', 'Type de terrain': 'Industriel', 'Livraison': 'Titré'}",{},,,,,,,,,,,,,,,,,,,,,,,,,Terrain,,,,,,,,,,,Industriel,,Titré,
2 400 000 DH,188 m²,1 Salle de bain,,,Aïn Sebaâ à Casablanca,"Local commercial à l'achat à Aïn Sebaâ. Superficie 188 m²
Affaire à saisir pour ce local à vendre. Prix 2 400 000 DH. 1 salle de bains, surface de 188 m². Moins d'un an.

Ce local est en vente à Aïn Sebaâ, Casablanca.","{'Type de bien\nLocal commercial': 'Type de bien\nLocal commercial', 'Etat\nNouveau': 'Etat\nNouveau', ""Etat du bien\nMoins d'un an"": ""Etat du bien\nMoins d'un an""}",{},"{'Type de bien': 'Local commercial', 'Etat': 'Nouveau', 'Etat du bien': ""Moins d'un an""}",{},,,,,,,,,,,,,,,,,,,,,,,,,Local commercial,Nouveau,,,,,Moins d'un an,,,,,,,,
1 700 000 DH,145 m²,3 Pièces,2 Chambres,2 Salles de bains,Tantonville à Casablanca,"Bel appartement à vendre à Tantonville. 3 pièces confortables. Belle terrasse et jardin
Ne laissez pas passer cet appartement à vendre. Prix 1 700 000 DH. 3 pièces, 2 salles de bains, superficie 145 m². 2 chambres. 1er étage. Moins de 20 ans. Revêtement: Marbre. Les extérieurs se composent d'un jardin et d'une terrasse.

Venez découvrir cet appartement à vendre à Tantonville, Casablanca. Profitez du confort d'une belle cheminée.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n10-20 ans': 'Etat du bien\n10-20 ans', 'Étage du bien\n1er': 'Étage du bien\n1er', 'Orientation\nEst': 'Orientation\nEst', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Cheminée': 'Cheminée'}","{'Type de bien': 'Appartement', 'Etat': 'Bon état', 'Etat du bien': '10-20 ans', 'Étage du bien': '1er', 'Orientation': 'Est', 'Type du sol': 'Marbre'}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Cheminée': 'Cheminée'}",,,,,Jardin,Terrasse,,,,,,,,Cheminée,,,,,,,,,,,Appartement,Bon état,,1er,,,10-20 ans,Est,Marbre,,,,,,
2 800 000 DH,256 m²,2 Pièces,3 Chambres,2 Salles de bains,Les Hôpitaux à Casablanca,"Appartement ensoleillé avec beau potentiel et terrasse
Ensoleillé et très bien agencé
Terrasse de 20m2
Seul à l'étage (un seul appartement par étage avec un bon voisinage)
Sans de vis à vis
Suite parentale avec salle de bain et dressing
Deux chambres avec placards intégrés
Chambre de personnel avec salle d'eau intégré
Grand double salon ensoleillé
Salle d'eau invité
Nombreux rangements/placards

Nécessite des travaux de rafraichissement et de modernisation
Négociable","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Surface habitable\n256 m²': 'Surface habitable\n256 m²', 'Surface extérieure\n20 m²': 'Surface extérieure\n20 m²', 'Etat\nÀ rénover': 'Etat\nÀ rénover', 'Etat du bien\n20-30 ans': 'Etat du bien\n20-30 ans', 'Étage du bien\n1er': 'Étage du bien\n1er', 'Orientation\nSud': 'Orientation\nSud', 'Type du sol\nCarrelage': 'Type du sol\nCarrelage'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Chambre rangement': 'Chambre rangement', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique'}","{'Type de bien': 'Appartement', 'Surface habitable': '256 m²', 'Surface extérieure': '20 m²', 'Etat': 'À rénover', 'Etat du bien': '20-30 ans', 'Étage du bien': '1er', 'Orientation': 'Sud', 'Type du sol': 'Carrelage'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Chambre rangement': 'Chambre rangement', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique'}",Ascenseur,,,,,Terrasse,Garage,,Salon Marocain,Salon européen,Antenne parabolique,,Concierge,,,,,,,,Chambre rangement,,,,Appartement,À rénover,,1er,,,20-30 ans,Sud,Carrelage,256 m²,20 m²,,,,
1 600 000 DH,143 m²,3 Pièces,1 Chambre,2 Salles de bains,Hay Mohammadi à Casablanca,"Bel appartement à vendre à belvédère
Bel appartement à vendre situé à belvédère. Immeuble sécurisé bien entretenu disposant d’un ascenseur et une place au parking. Appartement composé de 3 pièces dont une suite parentale avec balcon et salle de bain, double salons, grande cuisine avec un coin salle à manger. Proche du centre ville et de toutes les commodités : mosquées, écoles, super marchés, transport collectif et gare casa voyageurs.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n10-20 ans': 'Etat du bien\n10-20 ans', 'Étage du bien\n3ème': 'Étage du bien\n3ème', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Façade extérieure': 'Façade extérieure', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Porte blindée': 'Porte blindée'}","{'Type de bien': 'Appartement', 'Etat': 'Bon état', 'Etat du bien': '10-20 ans', 'Étage du bien': '3ème', 'Type du sol': 'Marbre'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Façade extérieure': 'Façade extérieure', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Porte blindée': 'Porte blindée'}",Ascenseur,Sécurité,,,,Terrasse,Garage,,Salon Marocain,Salon européen,,,Concierge,,Climatisation,,Porte blindée,,,,,Façade extérieure,,,Appartement,Bon état,,3ème,,,10-20 ans,,Marbre,,,,,,
720 000 DH,12 m²,1 Salle de bain,,,Sidi Maarouf à Casablanca,Vidéo promotionnelle,"{'Type de bien\nLocal commercial': 'Type de bien\nLocal commercial', 'Etat\nNouveau': 'Etat\nNouveau', ""Etat du bien\nMoins d'un an"": ""Etat du bien\nMoins d'un an"", 'État\nEn cours de construction': 'État\nEn cours de construction', 'Livraison:\ndécembre 2023': 'Livraison:\ndécembre 2023'}","{'Ascenseur': 'Ascenseur', 'Sécurité': 'Sécurité'}","{'Type de bien': 'Local commercial', 'Etat': 'Nouveau', 'Etat du bien': ""Moins d'un an"", 'État': 'En cours de construction', 'Livraison:': 'décembre 2023'}","{'Ascenseur': 'Ascenseur', 'Sécurité': 'Sécurité'}",Ascenseur,Sécurité,,,,,,,,,,,,,,,,,,,,,,,Local commercial,Nouveau,En cours de construction,,,décembre 2023,Moins d'un an,,,,,,,,
928 800 DH,86 m²,4 Pièces,3 Chambres,2 Salles de bains,Hay Mohammadi à Casablanca,"Vend appartement à Hay Mohammadi. 3 belles chambres
Ne laissez pas passer cet appartement à vendre. Prix 928 800 DH. 4 pièces, 2 salles de bains, surface 86 m². 3 chambres à coucher. Nouveau. Ascenseur et garage dans la résidence.

Idéal si vous souhaitez acheter un appartement à Hay Mohammadi. Salon traditionnel marocain. Conciergerie à disposition.

Contactez-nous pour visiter cet appartement à vendre à Casablanca. Décoration moderne avec salon européen.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'État\nFinalisé': 'État\nFinalisé'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen'}","{'Type de bien': 'Appartement', 'Etat': 'Nouveau', 'État': 'Finalisé'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen'}",Ascenseur,,,,,,Garage,,Salon Marocain,Salon européen,,,Concierge,,,,,,,,,,,,Appartement,Nouveau,Finalisé,,,,,,,,,,,,
1 866 700 DH,113 m²,4 Pièces,3 Chambres,,Californie à Casablanca,"Superbe appartement à vendre à Californie
Les Allées de Californie 2, plus qu’une simple résidence, un cadre de vie créé exclusivement pour vous !

Composée de 4 immeubles en R4, Les Allées de Californie 2 est une résidence fermée et sécurisée située au quartier Californie qui vous propose des appartements haut standing de 3 chambres.

Cet appartement de 113 m2, est exposé à un prix de 1 866 700 DH, 100% déclaré.

La résidence propose les prestations suivantes :

- Sécurité 24h/7j.
- Espaces verts et jardins intérieurs
- Vidéosurveillance
- Places de parking titrées

Les appartements des Allées de Californie 2 sont dotés des finitions et des équipements premium :

- Installation de la domotique
- Climatisation en split
- Parquet stratifié dans les chambres
- Marbre dans le reste de la maison
- Carrelage antidérapant dans les salles de bains
- Cuisine équipée d’un trio (Four, hotte, plaque de cuisson) et d'un lave-vaisselle
- Douche à l’italienne
- Porte d’entrée et placards en bois de chêne ou similaire
- Pré-installation de la fibre optique

Le projet est situé au centre du quartier Californie. Il dispose d’une proximité immédiate avec toutes les principales artères de la ville et les services de proximité :

- Écoles
- Supermarchés/hypermarchés
- Pharmacies
- Cliniques
- Salles de sport

Les titres fonciers sont disponibles et la livraison est immédiate.

Programmez votre visite dès maintenant, en appelant le 05200 100 20.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Standing\nHaut standing': 'Standing\nHaut standing', 'État\nFinalisé': 'État\nFinalisé'}","{'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}","{'Type de bien': 'Appartement', 'Etat': 'Nouveau', 'Standing': 'Haut standing', 'État': 'Finalisé'}","{'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}",,Sécurité,Cuisine équipée,Four,,,,,,,,,,,Climatisation,,,,,,,,,,Appartement,Nouveau,Finalisé,,Haut standing,,,,,,,,,,
894 400 DH,71 m²,4 Pièces,2 Chambres,2 Salles de bains,Aïn Sebaâ à Casablanca,"Bel appartement à vendre à Ain Sebaa
Charmant appartement de 96 m² composé de 3 chambres, à un prix de 1 175 000 MAD.

4 pièces lumineuses.

Idéal si vous souhaitez acheter un appartement à Casablanca plus précisément à Ain Sbaa.

Les Jardins de Ain Sebaâ Tranche 2 vous propose des appartements de standing d’une superficie allant de 71 à 96 m², et ce, à un prix 100% déclaré débutant à 802 000 DH !

Entourée d’espaces verts, cette résidence fermée et sécurisée à taille humaine est composée de 2 immeubles pour un total de 45 appartements de standing. Votre confort et votre sécurité n’y ont pas été pris à la légère puisque vous bénéficierez de : ascenseurs de la marque SCHINDLER, caméras de surveillance, parking au sous-sol…

Votre futur appartement doté des finitions que vous attendiez !

De par leurs finitions et leurs équipements de qualité, ces appartements de 2 ou 3 chambres vous feront jouir d’un bien-être inégalé.
- Carrelage de qualité dans tout l’appartement
- Porte d’entrée et portes intérieures isoplanes
- Cuisine équipée d’un trio (hotte, four et plaque de cuisson)
- Salle de bain fonctionnelle : douche à l’italienne, WC suspendu...

Un quartier qui vous séduira par son dynamisme et sa position stratégique !

Ain Sebaâ, le quartier dans lequel est implanté la résidence fermée et sécurisée Les Jardins de Ain Sebaâ Tranche 2, est très prisé aussi bien par les jeunes actifs que par les familles. Proche des principales artères de Casablanca et de toutes les commodités, ce dernier vous facilitera à coup sûr votre quotidien.

Ainsi, en optant pour Les Jardins de Ain Sebaâ Tranche 2, vous allez bénéficier d’une proximité avec les commodités suivantes :
- Écoles : crèches, primaires, collèges et lycées
- Universités et écoles supérieures : Faculté de Ain Sebaâ, ENCG, EFA...
- Supermarchés et hypermarchés
- Divertissement : parcs de jeux, zoo, jardins publics...
- Moyens de transport : train, tramway, bus et taxis
- Centres commerciaux : Tachfine Center, Marina Mall
- Mosquées
- Sorties d’autoroutes

Convaincus ? Contactez sans plus attendre nos conseillers et achetez votre appartement 100% déclaré à la résidence Les Jardins de Ain Sebaâ Tranche 2 !","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Standing\nMoyen standing': 'Standing\nMoyen standing', 'État\nFinalisé': 'État\nFinalisé'}","{'Ascenseur': 'Ascenseur', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}","{'Type de bien': 'Appartement', 'Etat': 'Nouveau', 'Standing': 'Moyen standing', 'État': 'Finalisé'}","{'Ascenseur': 'Ascenseur', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}",Ascenseur,Sécurité,Cuisine équipée,Four,,,,,,,,,,,,,,,,,,,,,Appartement,Nouveau,Finalisé,,Moyen standing,,,,,,,,,,
670 000 DH,72 m²,3 Pièces,2 Chambres,1 Salle de bain,Bernoussi à Casablanca,Vidéo promotionnelle,"{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Standing\nMoyen standing': 'Standing\nMoyen standing', 'État\nFinalisé': 'État\nFinalisé'}","{'Piscine': 'Piscine', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}","{'Type de bien': 'Appartement', 'Etat': 'Nouveau', 'Standing': 'Moyen standing', 'État': 'Finalisé'}","{'Piscine': 'Piscine', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}",,Sécurité,Cuisine équipée,,,,,Piscine,,,,,,,Climatisation,,,,,,,,,,Appartement,Nouveau,Finalisé,,Moyen standing,,,,,,,,,,
1 829 000 DH,109 m²,4 Pièces,3 Chambres,,Californie à Casablanca,"Sublime appartement à vendre à Californie
Les Allées de Californie 2, plus qu’une simple résidence, un cadre de vie créé exclusivement pour vous !

Composée de 4 immeubles en R4, Les Allées de Californie 2 est une résidence fermée et sécurisée située au quartier Californie qui vous propose des appartements haut standing de 3 chambres.

Cet appartement de 109 m2, est exposé à 1 866 700 DH 100% déclaré.

La résidence propose les prestations suivantes :

- Sécurité 24h/7j.
- Espaces verts et jardins intérieurs
- Vidéosurveillance
- Places de parking titrées

Les appartements des Allées de Californie 2 sont dotés des finitions et des équipements premium :

- Installation de la domotique
- Climatisation en split
- Parquet stratifié dans les chambres
- Marbre dans le reste de la maison
- Carrelage antidérapant dans les salles de bains
- Cuisine équipée d’un trio (Four, hotte, plaque de cuisson) et d'un lave-vaisselle
- Douche à l’italienne
- Porte d’entrée et placards en bois de chêne ou similaire
- Pré-installation de la fibre optique

Le projet est situé au centre du quartier Californie. Il dispose d’une proximité immédiate avec toutes les principales artères de la ville et les services de proximité :

- Écoles
- Supermarchés/hypermarchés
- Pharmacies
- Cliniques
- Salles de sport

Les titres fonciers sont disponibles et la livraison est immédiate.

Programmez votre visite dès maintenant, en appelant le 05200 100 20.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Standing\nHaut standing': 'Standing\nHaut standing', 'État\nFinalisé': 'État\nFinalisé'}","{'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}","{'Type de bien': 'Appartement', 'Etat': 'Nouveau', 'Standing': 'Haut standing', 'État': 'Finalisé'}","{'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}",,Sécurité,Cuisine équipée,Four,,,,,,,,,,,Climatisation,,,,,,,,,,Appartement,Nouveau,Finalisé,,Haut standing,,,,,,,,,,
1 175 640 DH,96 m²,4 Pièces,3 Chambres,2 Salles de bains,Aïn Sebaâ à Casablanca,"Très bel appartement à vendre aux Jardins de Ain Sebaa Tranche 1
Les Jardins de Ain Sebaâ Tranche 1 vous propose un appartement de standing d’une superficie 81 m², et ce à un prix de 972 000 DH, 100% déclaré.

Entourée d’espaces verts, cette résidence fermée et sécurisée à taille humaine est composée de 2 immeubles pour un total de 45 appartements de standing. Votre confort et votre sécurité n’y ont pas été pris à la légère puisque vous bénéficierez de : ascenseurs de la marque SCHINDLER, caméras de surveillance, parking au sous-sol…

Votre futur appartement doté des finitions que vous attendiez !

De par sa finition et ses équipements de qualité, cet appartement de 3 chambres vous feront jouir d’un bien-être inégalé :

- Carrelage de qualité dans tout l’appartement
- Porte d’entrée et portes intérieures isoplanes
- Cuisine équipée d’un trio (hotte, four et plaque de cuisson)
- Salle de bain fonctionnelle : douche à l’italienne, WC suspendu...

Un quartier qui vous séduira par son dynamisme et sa position stratégique !

Ain Sebaâ, le quartier dans lequel est implanté la résidence fermée et sécurisée Les Jardins de Ain Sebaâ Tranche 1, est très prisé aussi bien par les jeunes actifs que par les familles.
Proche des principales artères de Casablanca et de toutes les commodités, ce dernier vous facilitera à coup sûr votre quotidien.

Ainsi, en optant pour Les Jardins de Ain Sebaâ Tranche 1, vous allez bénéficier d’une proximité avec toutes commodités :

- Écoles : crèches, primaires, collèges et lycées
- Universités et écoles supérieures : Faculté de Ain Sebaâ, ENCG, EFA...
- Supermarchés et hypermarchés
- Divertissement : parcs de jeux, zoo, jardins publics...
- Moyens de transport : train, tramway, bus et taxis
- Centres commerciaux : Tachfine Center, Marina Mall
- Mosquées
- Sorties d’autoroutes

Convaincus ? Contactez sans plus attendre nos conseillers et achetez votre appartement 100% déclaré à la résidence Les Jardins de Ain Sebaâ Tranche 1 !","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Standing\nMoyen standing': 'Standing\nMoyen standing', 'État\nFinalisé': 'État\nFinalisé'}","{'Ascenseur': 'Ascenseur', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}","{'Type de bien': 'Appartement', 'Etat': 'Nouveau', 'Standing': 'Moyen standing', 'État': 'Finalisé'}","{'Ascenseur': 'Ascenseur', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}",Ascenseur,Sécurité,Cuisine équipée,Four,,,,,,,,,,,,,,,,,,,,,Appartement,Nouveau,Finalisé,,Moyen standing,,,,,,,,,,
1 706 230 DH,99 m²,3 Pièces,3 Chambres,,Californie à Casablanca,"Très bel appartement à vendre à Californie
Les Allées de Californie 2, plus qu’une simple résidence, un cadre de vie créé exclusivement pour vous !

Composée de 4 immeubles en R4, Les Allées de Californie 2 est une résidence fermée et sécurisée située au quartier Californie qui vous propose des appartements haut standing de 3 chambres.

Cet appartement de 86 m² composé de 2 chambres, est exposé à un prix de 1 471 800 MAD, 100% déclaré.

La résidence propose les prestations suivantes :

- Sécurité 24h/7j
- Espaces verts et jardins intérieurs
- Vidéosurveillance
- Places de parking titrées

Les appartements des Allées de Californie 2 sont dotés de finitions et d’équipements premium :

- Installation de la domotique
- Climatisation en split
- Parquet stratifié dans les chambres
- Marbre dans le reste de la maison
- Carrelage antidérapant dans les salles de bains
- Cuisine équipée d’un trio (Four, hotte, plaque de cuisson) et d'un lave-vaisselle
- Douche à l’italienne
- Porte d’entrée et placards en bois de chêne ou similaire
- Pré-installation de la fibre optique

Le projet est situé au centre du quartier Californie. Il dispose d’une proximité immédiate avec toutes les principales artères de la ville et les services de proximité :

- Écoles
- Supermarchés/hypermarchés
- Pharmacies
- Cliniques
- Salles de sport

Les titres fonciers disponibles immédiatement.

Programmez votre visite dès maintenant, en appelant le 05200 100 20.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Standing\nHaut standing': 'Standing\nHaut standing', 'État\nFinalisé': 'État\nFinalisé'}","{'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}","{'Type de bien': 'Appartement', 'Etat': 'Nouveau', 'Standing': 'Haut standing', 'État': 'Finalisé'}","{'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}",,Sécurité,Cuisine équipée,Four,,,,,,,,,,,Climatisation,,,,,,,,,,Appartement,Nouveau,Finalisé,,Haut standing,,,,,,,,,,
9 200 000 DH,271 m²,,,,Gauthier à Casablanca,"Terrain à vendre sur Gauthier
Nombreuses possibilités pour ce terrain à la vente sur Gauthier, en se moment il y a un hôtel particulier avec un étage ,avec la possibilité de construire R 3, au bien d'habiter tout simplement.
A l'étage il y a 3 chambres indépendante.
Prix de ventes 9 200 000 DH. Superficie de 271 m².

Ce terrain est en vente à Gauthier, Casablanca.","{'Type de bien\nTerrain': 'Type de bien\nTerrain', ""Type de terrain\nGroupement d'habitation"": ""Type de terrain\nGroupement d'habitation""}",{},"{'Type de bien': 'Terrain', 'Type de terrain': ""Groupement d'habitation""}",{},,,,,,,,,,,,,,,,,,,,,,,,,Terrain,,,,,,,,,,,Groupement d'habitation,,,
3 650 000 DH,238 m²,4 Pièces,3 Chambres,3 Salles de bains,Triangle d'Or à Casablanca,"Appartement à l'achat à Triangle d'Or. 3 chambres agréables
Appartement rar duplex avec roof- top a vendre sur rond point de sport.
Au 5 eme 157m2 (3 chambres1 salon2 sdb) et au
6ème 81 m2 (roof top1 sdb terrasse 35 m2)
2 place au garage.
Appelez nous vite pour une visite.
Agence Dana immobilier","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n10-20 ans': 'Etat du bien\n10-20 ans', 'Étage du bien\n6ème': 'Étage du bien\n6ème', 'Orientation\nSud': 'Orientation\nSud'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage'}","{'Type de bien': 'Appartement', 'Etat': 'Bon état', 'Etat du bien': '10-20 ans', 'Étage du bien': '6ème', 'Orientation': 'Sud'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage'}",,,,,,Terrasse,Garage,,,,,,,,,,,,,,,,,,Appartement,Bon état,,6ème,,,10-20 ans,Sud,,,,,,,
7 900 000 DH,360 m²,5 Pièces,4 Chambres,4 Salles de bains,Ain Diab à Casablanca,"Villa a vendre Ain Diab
Très belle villa à vendre combinant luxe et confort. Prix 8 000 000 DH. 5 pièces, 4 salles de bains, superficie 360 m². 4 chambres. Moins de 20 ans. Type de sol: Marbre.
4 chambres dont un suite parentale

Venez découvrir sans hésiter cette villa à Ain Diab. Dispose d'une jardin. Nombreux équipements dont cheminée. La cuisine au rez-de-chaussée

Contactez-nous si vous êtes intéressé par cette villa à Casablanca. Cuisine bien équipée. Profitez d'une vue inégalable sur la mer. Décoration moderne avec salon européen.

Proche de toutes commodités","{'Type de bien\nVilla': 'Type de bien\nVilla', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n10-20 ans': 'Etat du bien\n10-20 ans', 'Orientation\nOuest': 'Orientation\nOuest', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Vue sur mer': 'Vue sur mer', 'Concierge': 'Concierge', 'Chambre rangement': 'Chambre rangement', 'Meublé': 'Meublé', 'Salon européen': 'Salon européen', 'Cheminée': 'Cheminée', 'Cuisine équipée': 'Cuisine équipée'}","{'Type de bien': 'Villa', 'Etat': 'Bon état', 'Etat du bien': '10-20 ans', 'Orientation': 'Ouest', 'Type du sol': 'Marbre'}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Vue sur mer': 'Vue sur mer', 'Concierge': 'Concierge', 'Chambre rangement': 'Chambre rangement', 'Meublé': 'Meublé', 'Salon européen': 'Salon européen', 'Cheminée': 'Cheminée', 'Cuisine équipée': 'Cuisine équipée'}",Ascenseur,,Cuisine équipée,,Jardin,Terrasse,Garage,,,Salon européen,,,Concierge,Cheminée,,,,,,,Chambre rangement,,Vue sur mer,Meublé,Villa,Bon état,,,,,10-20 ans,Ouest,Marbre,,,,,,
2 250 000 DH,110 m²,4 Pièces,3 Chambres,3 Salles de bains,Racine à Casablanca,"Appartement dernier étage terrasse Racine
Appartement 3 chambres a vendre, situé dans la quartier racine a côté du Zara au dernière étage d’une meublé du 5 étage . L’appartement est orienté sud est composé d’une suite parentale , de deux chambres d' enfants , d’un double salon avec cheminée , d’une terrasse couverte , d'une place de garage titrée et d’un espace d’étendage privatif sur le toit .
La surface habitable est de 115m² , deux salles de bains en plus de 13 m2 de terrasse et de 12 m2 de garage titre","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n10-20 ans': 'Etat du bien\n10-20 ans', 'Étage du bien\n5ème': 'Étage du bien\n5ème', 'Orientation\nSud': 'Orientation\nSud', 'Type du sol\nCarrelage': 'Type du sol\nCarrelage'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Cheminée': 'Cheminée'}","{'Type de bien': 'Appartement', 'Etat': 'Bon état', 'Etat du bien': '10-20 ans', 'Étage du bien': '5ème', 'Orientation': 'Sud', 'Type du sol': 'Carrelage'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Cheminée': 'Cheminée'}",,,,,,Terrasse,Garage,,,,,,,Cheminée,,,,,,,,,,,Appartement,Bon état,,5ème,,,10-20 ans,Sud,Carrelage,,,,,,
